title,id,details,pages,text_file
The Australian at Weymouth.,nla.obj-7453169,"Collection No. 1 (June 4, 1918)",12,the-australian-at-weymouth-collection-no-1-june-4-1918-nla.obj-7453169.txt
The Australian at Weymouth.,nla.obj-7454539,"Collection No. 2 (July 2, 1918)",12,the-australian-at-weymouth-collection-no-2-july-2-1918-nla.obj-7454539.txt
The Australian at Weymouth.,nla.obj-7455079,"Collection Issue No. 3 (August 1, 1918)",16,the-australian-at-weymouth-collection-issue-no-3-august-1-1918-nla.obj-7455079.txt
The Australian at Weymouth.,nla.obj-7455875,"Collection Issue No. 4 (August 31, 1918)",15,the-australian-at-weymouth-collection-issue-no-4-august-31-1918-nla.obj-7455875.txt
The Australian at Weymouth.,nla.obj-7491440,"Collection Issue No. 5 (October 10, 1918)",36,the-australian-at-weymouth-collection-issue-no-5-october-10-1918-nla.obj-7491440.txt
The Australian at Weymouth.,nla.obj-7492862,"Collection Issue No. 6 (November 18, 1918)",16,the-australian-at-weymouth-collection-issue-no-6-november-18-1918-nla.obj-7492862.txt
The Australian at Weymouth.,nla.obj-7499807,"Collection Issue No. 7 (December 19, 1918)",16,the-australian-at-weymouth-collection-issue-no-7-december-19-1918-nla.obj-7499807.txt
The Australian at Weymouth.,nla.obj-7502467,"Collection Issue No. 8 (January 16, 1919)",12,the-australian-at-weymouth-collection-issue-no-8-january-16-1919-nla.obj-7502467.txt
The Australian at Weymouth.,nla.obj-7505083,"Collection Issue No. 9 (February 11, 1919)",16,the-australian-at-weymouth-collection-issue-no-9-february-11-1919-nla.obj-7505083.txt
The Australian at Weymouth.,nla.obj-7510413,"Collection Issue No. 10 (March 14, 1919)",16,the-australian-at-weymouth-collection-issue-no-10-march-14-1919-nla.obj-7510413.txt
The Australian at Weymouth.,nla.obj-7510824,"Collection Issue No. 11 (April 17, 1919)",24,the-australian-at-weymouth-collection-issue-no-11-april-17-1919-nla.obj-7510824.txt
The Australian at Weymouth.,nla.obj-7514988,"Collection Issue No. 12 (May 17, 1919)",16,the-australian-at-weymouth-collection-issue-no-12-may-17-1919-nla.obj-7514988.txt
The Australian at Weymouth.,nla.obj-7515046,"Collection Issue No. 13 (June 20, 1919)",16,the-australian-at-weymouth-collection-issue-no-13-june-20-1919-nla.obj-7515046.txt
